License Number,DBA,Firm Name,Address,City,State,Zip Code,Business Type,Map Point
214777,Joan's On Third Santa Monica,Jotsm LLC,1705 OCEAN AVE #110,SANTA MONICA,CA,90401,Restaurant,"1705 OCEAN AVE #110
SANTA MONICA, CA 90401
(34.009156, -118.492241)"
130210,Rustic Canyon,,1119 WILSHIRE BLVD,SANTA MONICA,CA,90401,Restaurant,"1119 WILSHIRE BLVD
SANTA MONICA, CA 90401-2011
(34.024953710000034, -118.49117762199995)"
163507,Blue Daisy,Blue Daisy Inc,609 BROADWAY,SANTA MONICA,CA,90401,Restaurant,"609 BROADWAY
SANTA MONICA, CA 90401-2517
(34.01687391000007, -118.49148758599995)"
103430,Le Merigot Hotel,C W Hotel L P,1740 OCEAN AVE,SANTA MONICA,CA,90401,Restaurant,"1740 OCEAN AVE
SANTA MONICA, CA 90401-3214
(34.008718059000046, -118.49178833199994)"
163157,Sbarro,Sbarro LLC,395 SANTA MONICA PLACE FC-05,SANTA MONICA,CA,90401,Restaurant,"395 SANTA MONICA PLACE FC-05
SANTA MONICA, CA 90401-2372
(34.015022388000034, -118.49376113799997)"
159008,Romana Pier LLC,,250 SANTA MONICA PIER,SANTA MONICA,CA,90401,Restaurant,"250 SANTA MONICA PIER
SANTA MONICA, CA 90401-3126
(34.00993757600003, -118.49666462299996)"
42500,Brunos Italian Rest Deli,,1652 OCEAN AVE,SANTA MONICA,CA,90401,Restaurant,"1652 OCEAN AVE
SANTA MONICA, CA 90401-3212
(34.010240846000045, -118.49354765999999)"
110106,Benihana,,1447 4TH ST,SANTA MONICA,CA,90401,Restaurant,"1447 4TH ST
SANTA MONICA, CA 90401-2308
(34.015386, -118.493959)"
113028,Musha Restaurant,Splash Inc,424 WILSHIRE BLVD,SANTA MONICA,CA,90401,Restaurant,"424 WILSHIRE BLVD
SANTA MONICA, CA 90401-1410
(34.019569, -118.497743)"
148833,Bangkok West,Bankgkok West Inc,606 SANTA MONICA BLVD,SANTA MONICA,CA,90401,Restaurant,"606 SANTA MONICA BLVD
SANTA MONICA, CA 90401-2502
(34.018108, -118.493083)"
154370,The Curious Palate Inc,,395 SANTA MONICA PLACE #331,SANTA MONICA,CA,90401,Restaurant,"395 SANTA MONICA PLACE #331
SANTA MONICA, CA 90401-2372
(34.015049, -118.493622)"
151110,Charlie Kabob,,395 SANTA MONICA PLACE #FC2,SANTA MONICA,CA,90401,Restaurant,"395 SANTA MONICA PLACE #FC2
SANTA MONICA, CA 90401-2372
(34.015049, -118.493622)"
65765,Carousel Cafe LLC,,1601 OCEAN FRONT WALK,SANTA MONICA,CA,90401,Restaurant,"1601 OCEAN FRONT WALK
SANTA MONICA, CA 90401-3119
(34.010531, -118.495996)"
131193,Monsieur Marcel Bread Wine & Cheese,Strouk Group Inc,1260 3RD STREET PROM,SANTA MONICA,CA,90401,Restaurant,"1260 3RD STREET PROM
SANTA MONICA, CA 90401-1308
(34.01750699100006, -118.49835898999999)"
150654,California Shabu Shabu Santa Monica,Calashabu LLC,930 BROADWAY #B,SANTA MONICA,CA,90401,Restaurant,"930 BROADWAY #B
SANTA MONICA, CA 90401-2788
(34.019571057000064, -118.48808297199997)"
138115,Chloe,1449 2nd Street LLC,1449 2ND ST,SANTA MONICA,CA,90401,Restaurant,"1449 2ND ST
SANTA MONICA, CA 90401
(34.013838, -118.49584)"
157807,Burger Lounge,Burger Lounge III LLC,211 ARIZONA AVE,SANTA MONICA,CA,90401,Restaurant,"211 ARIZONA AVE
SANTA MONICA, CA 90401
(34.016605, -118.498142)"
88140,1212,Global Dining Inc Of Ca,1212 3RD STREET PROM,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1212 3RD STREET PROM
SANTA MONICA, CA 90401-1308
(34.018178, -118.499067)"
68752,Trastevere,Romana Promenade Inc,1360 3RD STREET PROM,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1360 3RD STREET PROM
SANTA MONICA, CA 90401-1310
(34.015818, -118.496293)"
92435,The Britannia,Gnasher Inc,318 SANTA MONICA BLVD,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"318 SANTA MONICA BLVD
SANTA MONICA, CA 90401
(34.016174, -118.495457)"
104744,The Fairmont Miramar Hotel-The Fig,Ocean Ave LLC,101 WILSHIRE BLVD,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"101 WILSHIRE BLVD
SANTA MONICA, CA 90401-1158
(34.016954, -118.500982)"
12840,Warszawa Restaurant,,1414 LINCOLN BLVD,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1414 LINCOLN BLVD
SANTA MONICA, CA 90401-2733
(34.019264, -118.491093)"
161312,The Craftsman,The Big Fix LLC,119 BROADWAY,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"119 BROADWAY
SANTA MONICA, CA 90401
(34.01317, -118.49597)"
134860,Big Deans Ocean Front Inc,,1615 OCEAN FRONT WALK,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1615 OCEAN FRONT WALK
SANTA MONICA, CA 90401-3119
(34.010236, -118.495674)"
139483,Wokcano Santa Monica Inc,,1413 5TH ST,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1413 5TH ST
SANTA MONICA, CA 90401-2401
(34.016832, -118.493802)"
142400,Ma Kai,Makai Lounge LLC,101 BROADWAY,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"101 BROADWAY
SANTA MONICA, CA 90401-2304
(34.012934, -118.496287)"
216717,41 Ocean,,1541 OCEAN AVE 150-160,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1541 OCEAN AVE 150-160
SANTA MONICA, CA 90401-2100
(34.011945, -118.495583)"
147308,Cabo Cantina,C C Santa Monica L L C,1240 3RD STREET PROM,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1240 3RD STREET PROM
SANTA MONICA, CA 90401-1308
(34.017584, -118.498388)"
153548,Royal Lush LLC,,1301 OCEAN AVE,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1301 OCEAN AVE
SANTA MONICA, CA 90401-1019
(34.015181, -118.499333)"
98136,Loews Santa Monica Beach Hotel,Banquet Room,1700 OCEAN AVE,SANTA MONICA,CA,90401,Restaurant with Entertainment Permit,"1700 OCEAN AVE
SANTA MONICA, CA 90401-3214
(34.009426, -118.492551)"
164291,Joanne Baron D W Brown Studio,,1323 LINCOLN BLVD,SANTA MONICA,CA,90401,School / Acting,"1323 LINCOLN BLVD
SANTA MONICA, CA 90401-1753
(34.020274, -118.49228)"
102122,Los Angeles Performance Center,Promenade Conservatory Inc,1404 3RD STREET PROM #8,SANTA MONICA,CA,90401,School / Acting,"1404 3RD STREET PROM #8
SANTA MONICA, CA 90401-2300
"
215855,"MakerSquare Los Angeles, LLC",,604 ARIZONA AVE 238,SANTA MONICA,CA,90401,School / Adult Education,"604 ARIZONA AVE 238
SANTA MONICA, CA 90401
(34.019553, -118.494504)"
210837,SANTA MONICA MEDITATION,LA MAUM CENTER,1437 6TH ST,SANTA MONICA,CA,90401,School / Adult Education,"1437 6TH ST
SANTA MONICA, CA 90401-2509
(34.01712280300006, -118.49226998599994)"
19605,Vidal Sassoon Academy #49001,Haircare Ltd,321 SANTA MONICA BLVD,SANTA MONICA,CA,90401,School / Cosmotology,"321 SANTA MONICA BLVD
SANTA MONICA, CA 90401-2226
(34.01593988700006, -118.49584827299998)"
138475,Trapeze School New York,TSNY Los Angeles LLC,370 SANTA MONICA PIER,SANTA MONICA,CA,90401,School / Gymnastic,"370 SANTA MONICA PIER
SANTA MONICA, CA 90401-3128
(34.00880238800005, -118.49807298899998)"
126850,E L S Educational Services Inc,,1413 2ND ST #C,SANTA MONICA,CA,90401,School / Language,"1413 2ND ST #C
SANTA MONICA, CA 90401-2301
(34.014603, -118.496737)"
143841,College Of English Language,,320 WILSHIRE BLVD #301,SANTA MONICA,CA,90401,School / Language,"320 WILSHIRE BLVD #301
SANTA MONICA, CA 90401-1315
(34.018838, -118.498641)"
154736,EC Los Angeles,,401 WILSHIRE BLVD #350,SANTA MONICA,CA,90401,School / Language,"401 WILSHIRE BLVD #350
SANTA MONICA, CA 90401-1416
(34.01924300200005, -118.49820769399997)"
10361,Japan Karate Association,,1218 5TH ST,SANTA MONICA,CA,90401,School / Martial Arts,"1218 5TH ST
SANTA MONICA, CA 90401-1402
(34.019332, -118.496736)"
164543,Piper Preschool,Piper School Education LLC,1255 LINCOLN BLVD,SANTA MONICA,CA,90401,School / Preschool,"1255 LINCOLN BLVD
SANTA MONICA, CA 90401
(34.021009, -118.493146)"
68643,10th Street Preschool,10th Street Preschool Inc,1444 10TH ST,SANTA MONICA,CA,90401,School / Preschool,"1444 10TH ST
SANTA MONICA, CA 90401-2804
(34.02014, -118.488453)"
156272,The Gourmandise School Of Sweets And Savories,,395 SANTA MONICA PLACE #329,SANTA MONICA,CA,90401,School / Private,"395 SANTA MONICA PLACE #329
SANTA MONICA, CA 90401-2372
(34.015022388000034, -118.49376113799997)"
137797,Toni & Guy Hairdressing Academy,,1358 5TH ST,SANTA MONICA,CA,90401,School / Vocational,"1358 5TH ST
SANTA MONICA, CA 90401-1415
(34.017582943000036, -118.49471549799995)"
146869,M I's Westside Comedy Theater,,1323-A 3RD STREET PROMENADE,SANTA MONICA,CA,90401,School / Vocational,"1323-A 3RD STREET PROMENADE
SANTA MONICA, CA 90401-1309
(34.016685, -118.497321)"
136251,Andrea Chernin,,610 SANTA MONICA BLVD #221,SANTA MONICA,CA,90401,School / Vocational,"610 SANTA MONICA BLVD #221
SANTA MONICA, CA 90401-1632
(34.018207, -118.492959)"
112370,Poweryoga.Com,Mushie,1410 2ND ST,SANTA MONICA,CA,90401,School / Yoga,"1410 2ND ST
SANTA MONICA, CA 90401
(34.014718, -118.496871)"
145422,Bhakti Yoga Shala,Radha And Govindas LLC,207 ARIZONA AVE,SANTA MONICA,CA,90401,School / Yoga,"207 ARIZONA AVE
SANTA MONICA, CA 90401-1215
(34.01634253000003, -118.49853360999998)"
211905,Sweat Yoga,Sweat Group LLC,702 ARIZONA AVE #A,SANTA MONICA,CA,90401,School / Yoga,"702 ARIZONA AVE #A
SANTA MONICA, CA 90401-1702
(34.020139576000076, -118.49379208399995)"
149116,Hot 8 Yoga LLC,,1422 2ND ST,SANTA MONICA,CA,90401,School / Yoga,"1422 2ND ST
SANTA MONICA, CA 90401-2302
(34.014364, -118.496456)"
150783,Naam Yoga LA,Universal Force Inc,1231-1235 4TH ST,SANTA MONICA,CA,90401,School / Yoga,"1231-1235 4TH ST
SANTA MONICA, CA 90401-1303
(34.01833286300007, -118.49739166699999)"
68630,Dannys Watch & Jewelry,,1005 WILSHIRE BLVD,SANTA MONICA,CA,90401,Second Hand Watches,"1005 WILSHIRE BLVD
SANTA MONICA, CA 90401-1906
(34.023973, -118.492313)"
165841,Six:02,Foot Locker Retail Inc 46210,1329 3RD STREET PROM,SANTA MONICA,CA,90401,Shoes,"1329 3RD STREET PROM
SANTA MONICA, CA 90401-1309
(34.016604, -118.497224)"
109876,Skechers USA Inc,,1343 3RD STREET PROM,SANTA MONICA,CA,90401,Shoes,"1343 3RD STREET PROM
SANTA MONICA, CA 90401-1309
(34.016414, -118.496999)"
127084,Lorin,Z V Enterprises Inc,1354 3RD STREET PROM,SANTA MONICA,CA,90401,Shoes,"1354 3RD STREET PROM
SANTA MONICA, CA 90401-1310
(34.016251, -118.496805)"
161872,SUPRA,OD BAM LLC,304 SANTA MONICA BLVD,SANTA MONICA,CA,90401,Shoes,"304 SANTA MONICA BLVD
SANTA MONICA, CA 90401-2206
(34.01578573100005, -118.49594648799996)"
131830,Clarks Shoes #526,,1241 3RD STREET PROM,SANTA MONICA,CA,90401,Shoes,"1241 3RD STREET PROM
SANTA MONICA, CA 90401-1307
(34.017785, -118.498618)"
158118,DB Shoe Company LLC,,1228 3RD STREET PROM,SANTA MONICA,CA,90401,Shoes,"1228 3RD STREET PROM
SANTA MONICA, CA 90401-1308
(34.017953, -118.49881)"
5371,Vans Inc #49,,400 BROADWAY,SANTA MONICA,CA,90401,Shoes,"400 BROADWAY
SANTA MONICA, CA 90401-2314
(34.015071, -118.493595)"
162126,Dr Martens AirWair USA LLC,,1215 3RD STREET PROM,SANTA MONICA,CA,90401,Shoes,"1215 3RD STREET PROM
SANTA MONICA, CA 90401-1307
(34.01815, -118.499035)"
214033,Shoe Palace,,210 SANTA MONICA BLVD,SANTA MONICA,CA,90401,Shoes,"210 SANTA MONICA BLVD
SANTA MONICA, CA 90401-2204
(34.01510746200006, -118.49675005699999)"
220361,Belladino Shoes,Bellagio Shoes Inc,129 BROADWAY,SANTA MONICA,CA,90401,Shoes,"129 BROADWAY
SANTA MONICA, CA 90401-2304
(34.01334, -118.495723)"
161198,Camper Atlantic Corp,,395 SANTA MONICA PLACE #122,SANTA MONICA,CA,90401,Shoes,"395 SANTA MONICA PLACE #122
SANTA MONICA, CA 90401-2372
(34.015022388000034, -118.49376113799997)"
155941,Bellagio,Bellagio Shoes Inc,120 BROADWAY #102,SANTA MONICA,CA,90401,Shoes,"120 BROADWAY #102
SANTA MONICA, CA 90401-2382
(34.012962, -118.496155)"
157376,Converse,,1437 3RD STREET PROM,SANTA MONICA,CA,90401,Shoes,"1437 3RD STREET PROM
SANTA MONICA, CA 90401-2321
(34.015180017000034, -118.49551308399998)"
146744,Active Ride Shop,Active Sports Lifestyle USA LLC,1460 4TH ST,SANTA MONICA,CA,90401,Skateboards & Ramps,"1460 4TH ST
SANTA MONICA, CA 90401-2309
(34.015248, -118.4938)"
215952,Kristina's Skin Care,Salon Republic,1333 2ND ST STUDIO 47,SANTA MONICA,CA,90401,Skincare,"1333 2ND ST STUDIO 47
SANTA MONICA, CA 90401
(34.015634, -118.497936)"
121670,L' Occitane Inc,,1239 3RD STREET PROM,SANTA MONICA,CA,90401,Skincare,"1239 3RD STREET PROM
SANTA MONICA, CA 90401-1307
(34.017817398000034, -118.49863732199998)"
219039,Diana Ralys Skin Health,,1207 4TH ST #100,SANTA MONICA,CA,90401,Skincare,"1207 4TH ST #100
SANTA MONICA, CA 90401-1350
(34.01882, -118.497972)"
217327,Amber Jolly,Petite Spa,723 BROADWAY,SANTA MONICA,CA,90401,Skincare,"723 BROADWAY
SANTA MONICA, CA 90401-2607
(34.01798, -118.490013)"
216101,Skin Med Spa LLC,Salon Republic,1333 2ND ST #45-48,SANTA MONICA,CA,90401,Skincare,"1333 2ND ST #45-48
SANTA MONICA, CA 90401
(34.015634, -118.497936)"
218539,Local Beaute Inc,Salon Republic,1333 2nd ST STE 100 UNIT 6,Santa Monica,CA,90401,Skincare,"1333 2nd ST STE 100 UNIT 6
Santa Monica, CA 90401-4100
(34.015588, -118.497882)"
160670,DermaRenewal Skincare,Phenix Salon Suites,626 BROADWAY #118,SANTA MONICA,CA,90401,Skincare,"626 BROADWAY #118
SANTA MONICA, CA 90401-2582
(34.017158, -118.491027)"
219880,Farahnaz Yeganeh Khoshnood,,1507 4TH ST,SANTA MONICA,CA,90401,Skincare,"1507 4TH ST
SANTA MONICA, CA 90401-2310
(34.014757, -118.493226)"
216040,Nicole Hirschman,Salon Tru,614 SANTA MONICA BLVD,SANTA MONICA,CA,90401,Skincare,"614 SANTA MONICA BLVD
SANTA MONICA, CA 90401-2502
(34.018344, -118.492798)"
158947,La Beaute Skin & Spa Inc,,1507 LINCOLN BLVD,SANTA MONICA,CA,90401,Skincare,"1507 LINCOLN BLVD
SANTA MONICA, CA 90401-2734
(34.017893, -118.489507)"
217613,Victoria Montgomery,Gentle Wellness Center,910 BROADWAY #112,SANTA MONICA,CA,90401,Skincare,"910 BROADWAY #112
SANTA MONICA, CA 90401-2795
(34.019154, -118.488556)"
145817,Perfect Touch,,530 WILSHIRE BLVD #202B,SANTA MONICA,CA,90401,Skincare,"530 WILSHIRE BLVD #202B
SANTA MONICA, CA 90401-1421
(34.020427547000054, -118.49665096099994)"
139761,Juliana Friedman,,723 BROADWAY,SANTA MONICA,CA,90401,Skincare,"723 BROADWAY
SANTA MONICA, CA 90401-2607
(34.01798, -118.490013)"
160747,Monique Powers Beauty Boutique,Phenix Salon Suites,626 BROADWAY #121,SANTA MONICA,CA,90401,Skincare,"626 BROADWAY #121
SANTA MONICA, CA 90401-2582
(34.017127412000036, -118.49106124199994)"
214400,Cinthia Lomeli,Saulino Smith Salon,1431 OCEAN AVE SUITE B,SANTA MONICA,CA,90401,Skincare,"1431 OCEAN AVE SUITE B
SANTA MONICA, CA 90401
(34.013245, -118.497073)"
214424,Susanna Ovsepyan,Salon Republic,1333 2ND ST #100,SANTA MONICA,CA,90401,Skincare,"1333 2ND ST #100
SANTA MONICA, CA 90401-4100
(34.01541306300004, -118.49765005199998)"
162450,Jane Di Angelo Pardy,Silveraire Bodycare,910 BROADWAY #112,SANTA MONICA,CA,90401,Skincare,"910 BROADWAY #112
SANTA MONICA, CA 90401-2795
(34.01915773300004, -118.48858037899998)"
214423,Elaine Thompson,Salon Republic,1333 2ND ST #100/20,SANTA MONICA,CA,90401,Skincare,"1333 2ND ST #100/20
SANTA MONICA, CA 90401
(34.01529297900004, -118.49751056299999)"
214426,Jessica Barbosa,Salon Republic,1333 2ND ST #100/20,SANTA MONICA,CA,90401,Skincare,"1333 2ND ST #100/20
SANTA MONICA, CA 90401
(34.01529297900004, -118.49751056299999)"
214422,Fernanda Da Silva Borges,Salon Republic,1333 2ND ST #100/20,SANTA MONICA,CA,90401,Skincare,"1333 2ND ST #100/20
SANTA MONICA, CA 90401
(34.01529297900004, -118.49751056299999)"
214425,Marynn B,Salon Republic,1333 2ND ST #100/20,SANTA MONICA,CA,90401,Skincare,"1333 2ND ST #100/20
SANTA MONICA, CA 90401
(34.01529297900004, -118.49751056299999)"
132459,The Arcona Studio,Arcona Inc,425 BROADWAY,SANTA MONICA,CA,90401,Skincare with Accessory Massage,"425 BROADWAY
SANTA MONICA, CA 90401-2313
(34.01552, -118.493034)"
134074,Petite Spa,,723 BROADWAY,SANTA MONICA,CA,90401,Spa & Salon (Massage Accessory),"723 BROADWAY
SANTA MONICA, CA 90401-2607
(34.017937, -118.490067)"
110423,Loews Santa Monica Beach Hotel Fitness Center,,1700 OCEAN AVE,SANTA MONICA,CA,90401,Spa & Salon Products,"1700 OCEAN AVE
SANTA MONICA, CA 90401-3214
(34.009426, -118.492551)"
213965,Wild Solstice LLC,,1410 2ND ST 1ST FLR,SANTA MONICA,CA,90401,Sporting Goods,"1410 2ND ST 1ST FLR
SANTA MONICA, CA 90401-3348
(34.014718, -118.496871)"
131044,Recreational Equipment Inc (R E I),,402 SANTA MONICA BLVD,SANTA MONICA,CA,90401,Sporting Goods,"402 SANTA MONICA BLVD
SANTA MONICA, CA 90401
(34.016722, -118.494778)"
159214,Road Runner Sports Inc,,1338 4TH ST,SANTA MONICA,CA,90401,Sporting Goods,"1338 4TH ST
SANTA MONICA, CA 90401
(34.01691409800003, -118.49580261099999)"
123868,Papyrus #205,Schurman Fine Papers,1458 3RD STREET PROM,SANTA MONICA,CA,90401,Stationary,"1458 3RD STREET PROM
SANTA MONICA, CA 90401-2322
"
65557,Kims Merchandize,,1609 OCEAN FRONT WALK,SANTA MONICA,CA,90401,Sunglasses,"1609 OCEAN FRONT WALK
SANTA MONICA, CA 90401-3119
(34.01023027300005, -118.49560228299998)"
141293,Sunglass Hut/Watch Station #1769,Sunglass Hut Trading LLC,1334 3RD STREET PROM,SANTA MONICA,CA,90401,Sunglasses,"1334 3RD STREET PROM
SANTA MONICA, CA 90401-1313
(34.016522, -118.497128)"
141873,Sunsations Sunglass Boutique,,117 BROADWAY,SANTA MONICA,CA,90401,Sunglasses,"117 BROADWAY
SANTA MONICA, CA 90401-2304
(34.013115, -118.496044)"
151018,Chilli Beans,25 C B LLC,395 SANTA MONICA PLACE #239,SANTA MONICA,CA,90401,Sunglasses,"395 SANTA MONICA PLACE #239
SANTA MONICA, CA 90401-2372
(34.016046, -118.495666)"
150834,Solstice Sunglass Boutique,,395 SANTA MONICA PLACE #205,SANTA MONICA,CA,90401,Sunglasses,"395 SANTA MONICA PLACE #205
SANTA MONICA, CA 90401-2372
(34.015049, -118.493622)"
130960,American Cancer Society,,920 WILSHIRE BLVD,SANTA MONICA,CA,90401,Thrift Store,"920 WILSHIRE BLVD
SANTA MONICA, CA 90401-1812
(34.023516, -118.492873)"
158575,Marbles The Brain Store,Marbles Holdings Inc,395 SANTA MONICA PLACE #206,SANTA MONICA,CA,90401,Toys,"395 SANTA MONICA PLACE #206
SANTA MONICA, CA 90401-2372
(34.016046, -118.495666)"
122530,Crossroads Trading Co Inc,,1449 4TH ST #B,SANTA MONICA,CA,90401,Used & New Clothing,"1449 4TH ST #B
SANTA MONICA, CA 90401-2308
(34.015474, -118.494062)"
154629,Wasteland Inc,,1330-1334 4TH ST,SANTA MONICA,CA,90401,Used & New Clothing,"1330-1334 4TH ST
SANTA MONICA, CA 90401-1302
(34.01707, -118.495913)"
45502,Barry R Levin Science Fiction & Fantasy,,720 SANTA MONICA BLVD,SANTA MONICA,CA,90401,Used Books,"720 SANTA MONICA BLVD
SANTA MONICA, CA 90401-2602
(34.019239, -118.491668)"
97565,Great Labels,,1126 WILSHIRE BLVD,SANTA MONICA,CA,90401,Used Clothing,"1126 WILSHIRE BLVD
SANTA MONICA, CA 90401-2012
(34.024982, -118.491078)"
211396,Japadog Inc,,SANTA MONICA PIER,SANTA MONICA,CA,90401,Vendor Cart /Hot Dogs,"SANTA MONICA PIER
SANTA MONICA, CA 90401
"
149685,Paul Russo Looker Inc,,739 10TH ST #A,SANTA MONICA,CA,90402,Barber,"739 10TH ST #A
SANTA MONICA, CA 90402-2866
(34.029714408000075, -118.49961632399999)"
166544,Everything But Water,Orlando Bathing Suit LLC,220 26TH ST #102,SANTA MONICA,CA,90402,Clothing / Accessories,"220 26TH ST #102
SANTA MONICA, CA 90402-2564
(34.047754, -118.491211)"
85813,Bloomers,,514 EUCLID ST,SANTA MONICA,CA,90402,Clothing / Accessories,"514 EUCLID ST
SANTA MONICA, CA 90402-2922
(34.034147767000036, -118.49934845299998)"
211758,Starbucks Coffee #22382,Coffee House Holdings,1705 OCEAN AVENUE EXT #C,SANTA MONICA,CA,90402,Coffee House,"1705 OCEAN AVENUE EXT #C
SANTA MONICA, CA 90402
"
78477,Rhonda L Jensen D D S,,240 26TH ST,SANTA MONICA,CA,90402,Dentist,"240 26TH ST
SANTA MONICA, CA 90402-2551
(34.04750847400004, -118.49095868899997)"
139403,Lorene A Boisvert DDS,,240 26TH ST #1,SANTA MONICA,CA,90402,Dentist,"240 26TH ST #1
SANTA MONICA, CA 90402-2551
(34.04750847400004, -118.49095868899997)"
10187,Judith Lowe D D S,,270 26TH ST #301,SANTA MONICA,CA,90402,Dentist,"270 26TH ST #301
SANTA MONICA, CA 90402-2566
(34.046878176000064, -118.49023851299995)"
12041,Grace Preston DDS,,240 26TH ST,SANTA MONICA,CA,90402,Dentist,"240 26TH ST
SANTA MONICA, CA 90402-2551
(34.047553, -118.49097)"
56238,Craighton B Woo,,240 26TH ST,SANTA MONICA,CA,90402,Dentist,"240 26TH ST
SANTA MONICA, CA 90402-2551
(34.04750847400004, -118.49095868899997)"
38122,Bruce W Edwards D D S,,270 26TH ST,SANTA MONICA,CA,90402,Dentist,"270 26TH ST
SANTA MONICA, CA 90402-2566
(34.046878176000064, -118.49023851299995)"
151029,Aristeia,Harwood Aristeia Inc,200 26TH ST,SANTA MONICA,CA,90402,General Merchandise,"200 26TH ST
SANTA MONICA, CA 90402-2524
(34.04823945000004, -118.49181339299997)"
49785,Bernadette,,617 OCEAN AVE #J,SANTA MONICA,CA,90402,Jewelry,"617 OCEAN AVE #J
SANTA MONICA, CA 90402-2612
(34.02357048500005, -118.50907006799997)"
211903,Supdocs LLC,,1301 20TH #430,SANTA MONICA,CA,90402,Miscellaneous Services,"1301 20TH #430
SANTA MONICA, CA 90402
"
219665,Nails by Mary,,739 10TH ST #B,SANTA MONICA,CA,90402,Nail Salon,"739 10TH ST #B
SANTA MONICA, CA 90402-2866
(34.02945, -118.499335)"
123391,Pharma Corp Inc/ Brentwood Pharmacy,,214 26TH ST,SANTA MONICA,CA,90402,Pharmacy,"214 26TH ST
SANTA MONICA, CA 90402-2524
(34.047806, -118.491273)"
8915,Elander Eye Medical Group Inc,,242 26TH ST,SANTA MONICA,CA,90402,Physician,"242 26TH ST
SANTA MONICA, CA 90402-2524
(34.047409, -118.490797)"
8589,Robert G Lerner MD,,270 26TH ST #209,SANTA MONICA,CA,90402,Physician,"270 26TH ST #209
SANTA MONICA, CA 90402-2566
(34.046934, -118.490227)"
32788,Kathryn M Gardner MD Inc,,242 26TH ST,SANTA MONICA,CA,90402,Physician,"242 26TH ST
SANTA MONICA, CA 90402-2524
(34.04738, -118.490763)"
156045,Deborah Nadel MD Inc,,304 EUCLID ST,SANTA MONICA,CA,90402,Psychiatrist,"304 EUCLID ST
SANTA MONICA, CA 90402-2118
(34.036792, -118.502402)"
72281,Richard Friedman M D Inc,,315 9TH ST,SANTA MONICA,CA,90402,Psychiatrist,"315 9TH ST
SANTA MONICA, CA 90402-1925
(34.032883714000036, -118.50517093299999)"
129281,Karen Shore Ph D,,270 26TH ST #202,SANTA MONICA,CA,90402,Psychologist,"270 26TH ST #202
SANTA MONICA, CA 90402-2543
(34.046735, -118.490002)"
211482,MAGGIE GWINN MFT,,270 26TH ST #205,SANTA MONICA,CA,90402,Psychotherapy,"270 26TH ST #205
SANTA MONICA, CA 90402-2566
(34.046878176000064, -118.49023851299995)"
71559,Sandy Michelson,,353 12TH ST,SANTA MONICA,CA,90402,Psychotherapy,"353 12TH ST
SANTA MONICA, CA 90402-2013
(34.034963, -118.502105)"
136077,Donald S Hiroto Ph D Inc,,237 16TH ST,SANTA MONICA,CA,90402,Psychotherapy,"237 16TH ST
SANTA MONICA, CA 90402-2215
(34.039574, -118.50012)"
50932,Bruce R Gordon Ph D,,270 26TH ST #202,SANTA MONICA,CA,90402,Psychotherapy,"270 26TH ST #202
SANTA MONICA, CA 90402-2543
(34.04690892000008, -118.49026881199995)"
164743,Pattie Earlix,,270 26TH ST,SANTA MONICA,CA,90402,Psychotherapy,"270 26TH ST
SANTA MONICA, CA 90402-2566
(34.046878176000064, -118.49023851299995)"
98803,Holy Cow,L T Acquisition Corp,264 26TH ST,SANTA MONICA,CA,90402,Restaurant,"264 26TH ST
SANTA MONICA, CA 90402-2524
(34.047054, -118.490371)"
114534,Kay 'N Dave's,,262 26TH ST,SANTA MONICA,CA,90402,Restaurant,"262 26TH ST
SANTA MONICA, CA 90402-2571
(34.04702797300007, -118.49040904999998)"
149581,Back On The Beach Food Co Inc,,445 PALISADES BEACH RD,SANTA MONICA,CA,90402,Restaurant,"445 PALISADES BEACH RD
SANTA MONICA, CA 90402-1601
(34.02420531800004, -118.51192899499995)"
116877,Trattoria Amici Brentwood,,2538 SAN VICENTE BLVD,SANTA MONICA,CA,90402,Restaurant,"2538 SAN VICENTE BLVD
SANTA MONICA, CA 90402-2321
(34.048232, -118.492165)"
100602,Carlthorp School,,438 SAN VICENTE BLVD,SANTA MONICA,CA,90402,School / Private,"438 SAN VICENTE BLVD
SANTA MONICA, CA 90402-1703
(34.03012, -118.509819)"
160963,Threads On 17th Street,,734 17TH ST,SANTA MONICA,CA,90402,Used & New Clothing,"734 17TH ST
SANTA MONICA, CA 90402
(34.034866, -118.492773)"
86706,Santa Monica Wellness Center,An Acupuncture Corporation,1137 2ND ST #116,SANTA MONICA,CA,90403,Acupuncture,"1137 2ND ST #116
SANTA MONICA, CA 90403-5011
(34.017902898000045, -118.50056987099998)"
